sensor_a,sensor_b,y
1.112667671404779,1.112667671404779,5.338003014214337
3.1456629801541567,3.1456629801541567,11.43698894046247
3.6726541090756655,3.6726541090756655,13.017962327226996
3.460333009250462,3.460333009250462,12.380999027751386
0.16072205919772387,0.16072205919772387,2.4821661775931716
3.78282911516726,3.78282911516726,13.34848734550178
0.9696741169318557,0.9696741169318557,4.909022350795567
0.3608483672142029,0.3608483672142029,3.0825451016426086
1.1768155451864004,1.1768155451864004,5.530446635559201
1.7088426351547241,1.7088426351547241,7.126527905464172
1.6752597903832793,1.6752597903832793,7.025779371149838
1.8583955550566316,1.8583955550566316,7.575186665169895
0.08992143720388412,0.08992143720388412,2.2697643116116524
0.6683620400726795,0.6683620400726795,4.005086120218039
1.7555836401879787,1.7555836401879787,7.266750920563936
1.9396942658349872,1.9396942658349872,7.8190827975049615
2.2148435581475496,2.2148435581475496,8.644530674442649
3.377291515469551,3.377291515469551,12.131874546408653
2.0995940854772925,2.0995940854772925,8.298782256431878
2.549310775473714,2.549310775473714,9.647932326421142
0.3063277583569288,0.3063277583569288,2.9189832750707865
3.450852397829294,3.450852397829294,12.352557193487883
1.4016157612204552,1.4016157612204552,6.2048472836613655
3.011856121942401,3.011856121942401,11.035568365827203
1.2939715506508946,1.2939715506508946,5.881914651952684
2.7115799952298403,2.7115799952298403,10.13473998568952
3.472462381236255,3.472462381236255,12.417387143708766
3.2613592483103275,3.2613592483103275,11.784077744930983
1.217501006089151,1.217501006089151,5.652503018267453
1.4943701336160302,1.4943701336160302,6.483110400848091
2.6777836410328746,2.6777836410328746,10.033350923098624
3.8742879601195455,3.8742879601195455,13.622863880358636
3.5764170112088323,3.5764170112088323,12.729251033626497
2.362308993935585,2.362308993935585,9.086926981806755
0.22792873810976744,0.22792873810976744,2.6837862143293023
2.4157430548220873,2.4157430548220873,9.247229164466262
3.064742579124868,3.064742579124868,11.194227737374604
0.957742229104042,0.957742229104042,4.873226687312126
2.9027391728013754,2.9027391728013754,10.708217518404126
0.103370257653296,0.103370257653296,2.310110772959888
3.294570037163794,3.294570037163794,11.883710111491382
1.7202511662617326,1.7202511662617326,7.160753498785198
0.9188719540834427,0.9188719540834427,4.756615862250328
3.6474575782194734,3.6474575782194734,12.94237273465842
0.6213483028113842,0.6213483028113842,3.8640449084341526
0.8710653865709901,0.8710653865709901,4.61319615971297
1.6765999421477318,1.6765999421477318,7.029799826443195
0.07764197420328856,0.07764197420328856,2.2329259226098657
1.5107424017041922,1.5107424017041922,6.5322272051125765
2.7587683172896504,2.7587683172896504,10.276304951868951
0.9751198031008244,0.9751198031008244,4.925359409302473
0.4449736187234521,0.4449736187234521,3.3349208561703563
1.770697496831417,1.770697496831417,7.312092490494251
0.15936807449907064,0.15936807449907064,2.478104223497212
0.33228323701769114,0.33228323701769114,2.9968497110530734
0.3654356310144067,0.3654356310144067,3.09630689304322
3.8045315891504288,3.8045315891504288,13.413594767451286
0.3459518374875188,0.3459518374875188,3.0378555124625564
1.9905185336247087,1.9905185336247087,7.971555600874126
0.8316981820389628,0.8316981820389628,4.4950945461168885
1.2950190007686615,1.2950190007686615,5.8850570023059845
0.6141448868438601,0.6141448868438601,3.8424346605315804
2.506943568587303,2.506943568587303,9.52083070576191
1.8908670134842396,1.8908670134842396,7.672601040452719
0.8975866669788957,0.8975866669788957,4.692760000936687
0.9534870339557528,0.9534870339557528,4.8604611018672585
0.34090718999505043,0.34090718999505043,3.0227215699851513
3.412655547261238,3.412655547261238,12.237966641783714
1.632684693671763,1.632684693671763,6.898054081015289
1.2288745660334826,1.2288745660334826,5.686623698100448
0.6627057883888483,0.6627057883888483,3.988117365166545
1.2091330140829086,1.2091330140829086,5.627399042248726
0.44806000497192144,0.44806000497192144,3.3441800149157643
0.0063706617802381516,0.0063706617802381516,2.0191119853407145
0.9248464899137616,0.9248464899137616,4.774539469741285
1.2500720331445336,1.2500720331445336,5.750216099433601
2.602546633221209,2.602546633221209,9.807639899663627
1.1650155493989587,1.1650155493989587,5.495046648196876
2.7967427978292108,2.7967427978292108,10.390228393487632
3.5944824060425162,3.5944824060425162,12.783447218127549
1.1194483628496528,1.1194483628496528,5.358345088548958
1.3381672771647573,1.3381672771647573,6.014501831494272
0.3905673613771796,0.3905673613771796,3.171702084131539
1.0401963545009494,1.0401963545009494,5.120589063502848
0.4580086627975106,0.4580086627975106,3.374025988392532
3.6492229094728827,3.6492229094728827,12.947668728418648
3.6817704094573855,3.6817704094573855,13.045311228372157
2.0381088508293033,2.0381088508293033,8.11432655248791
3.7575459694489837,3.7575459694489837,13.272637908346951
2.010349760763347,2.010349760763347,8.031049282290041
2.8720147432759404,2.8720147432759404,10.616044229827821
2.570026353932917,2.570026353932917,9.710079061798751
