x,y
0.27816691785119474,0.7864157450385392
0.9181635272689164,0.8650832523126155
0.040180514799430966,0.945707278791815
0.24241852923296392,0.09021209180355072
0.2942038862966001,0.42721065878868103
0.41881494759581983,0.4645988887641579
0.02248035930097103,0.16709051001816988
0.4388959100469947,0.4849235664587468
0.5537108895368874,0.8443228788673878
0.5248985213693231,0.6373276938684285
0.0765819395892322,0.8627130994573236
0.3504039403051138,0.7529640304856002
0.32349288766272366,0.6778949988074601
0.8681155953090638,0.8153398120775819
0.3043752515222877,0.37359253340400755
0.6694459102582186,0.9685719900298864
0.8941042528022081,0.5905772484838963
0.05698218452744186,0.6039357637055218
0.766185644781217,0.2394355572760105
0.7256847932003438,0.025842564413324
0.8236425092909485,0.43006279156543314
0.22971798852086067,0.9118643945548683
0.15533707570284605,0.21776634664274752
0.41914998553693295,0.01941049355082214
0.37768560042604804,0.6896920793224126
0.2437799507752061,0.11124340468086302
0.44267437420785427,0.03984201862476766
0.08307080925442278,0.09135890775360167
0.9511328972876072,0.0864879593718797
0.49762963340617716,0.2079245455097407
0.3237547501921654,0.15353622171096504
0.6267358921468258,0.4727167533710599
0.22439666674472392,0.2383717584889382
0.08522679749876261,0.8531638868153095
0.40817117341794074,0.30721864150837064
0.16567644709721208,0.30228325352072716
0.11201500124298036,0.0015926654450595379
0.2312116224784404,0.3125180082861334
0.6506366583053023,0.29125388734973967
0.6991856994573027,0.8986206015106291
0.2798620907124132,0.3345418192911893
0.0976418403442949,0.26004908862523735
0.11450216569937766,0.9123057273682207
0.9204426023643464,0.5095272127073258
0.9393864923622459,0.5025874401908368
0.7180036858189851,0.6425065884832293
0.4273430637549609,0.968529544537887
0.8183945724740624,0.07982289372012019
0.09267298877239227,0.5443943326827139
0.44826207705773413,0.573397662723437
0.2136825076304376,0.5708214677870274
0.05263128504157066,0.08638178976252675
0.9977384235244244,0.7274038463365287
0.30150040448643267,0.12547137727960944
0.149862352758646,0.6099210190586746
0.7164815103169531,0.16617131209932268
0.07076172926463187,0.5515488011296839
0.36507304781116545,0.6247532947454602
0.17534923646599054,0.8160121724940836
0.28868696792051196,0.4764746658038348
0.4062315095216036,0.32602239469997585
0.2567586409859359,0.34334590705111623
0.617721734335646,0.9442540435120463
0.6662658611312509,0.03553794254548848
0.9445444389712065,0.08060150174424052
0.23617272335104644,0.5369881046935916
0.6398884644731879,0.6030441904440522
0.7222170557361096,0.4502525981515646
0.5797931731212884,0.869837757665664
0.3741260019596666,0.7937652519904077
0.8121761565562338,0.2936780422460288
0.07374517084099352,0.45664778910577297
0.2633516858331859,0.723466468276456
0.18404723447747529,0.37237755209207535
0.6157869801390916,0.9470637063495815
0.925901680951938,0.5075522647239268
0.9977889400906861,0.2534437468275428
0.036977443378418684,0.3303794383537024
0.3379604732617736,0.09000854683108628
0.6794989972840995,0.07897548540495336
0.9872724611777812,0.992625588318333
0.8422249872237444,0.25023795291781425
0.9152598511427641,0.13259967253543437
0.3513616572599858,0.06874042539857328
0.33701844955794513,0.4681087345816195
0.8750855717808008,0.3410838439594954
0.1348811003845185,0.6842750816140324
0.10361581202596426,0.27202659635804594
0.43921485473401845,0.8050576611422002
0.862742054508999,0.7657688087783754
0.20837750216014683,0.9828789287712425
0.638877336634323,0.7384042066987604
0.24416422587819397,0.22043191641569138
0.8168821786530316,0.10037802928127348
0.3478135517798364,0.38750942167825997
0.7398751566652209,0.1077087193261832
0.837691772961989,0.837282513268292
0.3067830221261829,0.6052099976222962
0.20066339173354208,0.4491461783181876
0.08444861811585724,0.6382890455424786
0.5895100198686123,0.38698490825481713
0.8045401249546558,0.23116762866266072
0.38391329161822796,0.4552276460453868
0.4336073228623718,0.5763767708558589
0.1560437399893999,0.7664368441328406
0.7195298110600561,0.5075866102706641
0.6602354305796325,0.22290962794795632
0.015061296289786696,0.5026962589472532
0.19769036513753235,0.4384547080844641
0.551164343720302,0.4045943901874125
0.7779777424875647,0.505551042733714
0.8607356841675937,0.15366673353128135
0.5043026183266193,0.575481089297682
0.15524264751002192,0.7958780920598656
0.10203217226080596,0.8792443303391337
0.04835072276182473,0.5703879632055759
0.5507279066368937,0.804452306125313
0.516907457029447,0.25835817167535424
0.9093784547876567,0.8458316412288696
0.7354400409385562,0.7348655953537673
0.42041837703436613,0.6474204557016492
0.2961734342388809,0.26751708053052425
0.8973349037114531,0.8487728456966579
0.6298487912863493,0.2805602739099413
0.7022401334252208,0.10431864974088967
0.001380689674988389,0.06016880623064935
0.2681736673694104,0.9650776002090424
0.22682708618231118,0.7203381033614278
0.004428597399964929,0.4507891139946878
0.2226444010157138,0.025585422990843654
0.5442752772942185,0.638956872979179
0.5466923185158521,0.08563458174467087
0.9585691236425191,0.08686204929836094
0.2489030072465539,0.7994116020854563
0.6616764909122139,0.8461386854760349
0.5244288863614202,0.3701940872706473
0.924430801300332,0.30985730048269033
0.5772584243677557,0.22933277091942728
0.9306514575146139,0.2330743446946144
0.7849996178410947,0.09612954943440855
0.7610062686726451,0.37412438658066094
0.3621240104548633,0.47060856875032187
0.3332035131752491,0.047875091433525085
0.4202112779021263,0.4484059317037463
0.9633677948731929,0.12757349526509643
0.4469036755617708,0.8490060116164386
0.8066885548178107,0.8727633473463356
0.7407091513741761,0.30019532050937414
0.07510764384642243,0.24031322449445724
0.8521884104702622,0.6382285528816283
0.9208528930321336,0.19719264609739184
0.07822694513015449,0.790465832920745
0.5425376510247588,0.28654543473385274
0.4596976030152291,0.3347648929338902
0.31766168330796063,0.04354318114928901
0.5465608502272516,0.8449073319789022
